nachnameId,nachname,nachname_quelle,nachname_bemerkungen
1634,Schwab,,
1635,Capieu,"Capieu, Capiei",
1636,Stametz,"Stainmez, Stamez",
1637,Kessl,"Kessl, Keßl",
1639,Guissart,"Guissart, Guissard, Guihsart, Guisart, Gossard, Gissart",
1641,Resl,"Resl, Reßl, Kesl, Ressl, Rössl",
1642,Vettner,"Vettner, Vestner",
1643,Hiendlin,"Hiendlin, Hiendle",
1644,Buchriemer,"Buechrimer, Puechreiner",
1645,von Radiff,"Radiff, de Radiff, , de Rediff, v. Rädiff, Rodiff, v. Radiff, v. Rediff, Radiff, Radich, Rattiff, Rattuff, Ratift, Rediff, Redif",
1646,Greill,"Greill, Gräll, Greiller, Gröll, Grill, Khreil, Gräl",
1647,Scheurecker,"Scheurecker, Scheunecker, Scheurökher, Schenrökhinger, Schenrökher, Scheureger, Steyregger",
1648,Treitmayr,"Traydmayr, Treithmayr",
1649,Dieminger,"Dieminger, Dierninger",
1650,Schellenegger,"Schellenegger, Schwellenegger, Schelneger",
1651,Pettner,"Pettner, Pethner, Pidtner",
1652,Bartholomäi,"Bartholomai, Bartolomai, Bortholomei, Bartlme, de Portolonie, Bartlmeo, Bartolonessi",
1653,Bärtl,"Pörtl, Bärtl, Börtl, Pärtl",
1654,Schwanner,"Schwanner, Schwaimer(?)",
1655,Prand,"Prand, Prandt, Brand",
1656,Wohlgut,Wohlgueth,
1657,Kleininger,"Kleininger, Klaininger, Kläininger, Klamiger, Klaminger",
1659,Fußsteiner,"Füestainer, Fueßstainer, Fuesstainer",
1660,Nolden,Nolden,
1662,Periatti,,
1663,Toldzuecher,,
1665,de Vanz,Defanz,
1667,Saphieri,,
1668,Bisch,Bisch,
1669,Conver,"Conver, Cover, Convert, Canoer, Canver, Cantner, Canetter, Canner, Couvereet, Canwer",
1670,Apfel,"Apffl, Apfl, Apfell, Apfehl, [Aspel?]",
1671,Griante,"Griante, Grita",
1672,Lanzelinus,"Lanzellini, Lanzellin, Lanzelin, Lanzelinus",
1673,Peßmann,,
4818,Eichner,"Eichner, Aichner",
1675,Grasperger,"Großperger, Grasperger",
1677,Peterpaur,,
4896,Göger,"Gögger, Göggner, Göger",
1679,Weinmüllner,"Weinmüllner, Weinmillner, Weymillner",
1680,Schaller,"Scholler, Schaller, Scheller",
1683,Ebmer,"Ebmer, Emmer, Öbner",
1682,Körtl,"Körtl, Börtl",
1684,May,Mey,
14278,Helling,Helling,
1687,Sammer,"Sammer, Samer",
1690,Klammer,"Clamer, Clammer, Clamber, Klamer",
1691,Weingartner,Weingarttner,
1692,Jelach,,
1695,von Horsch,,
1696,Steindlberger,"Staindlperger, Stainerberger",
1697,Loyer,"Loyer, Layer, Laier, Loier, Loicher",
1698,Ansetti,Anssetti,
1700,Creatti,,
1701,Daggini,,
1702,Neundlinger,"Neundlinger, Neindlinger, Neudlinger, Neidinger, Neyndlinger, Leundlinger",
1703,Lizlfellner,"Lüzlfehlner, Lienzlfehlner, Lizlfeldtner",
1704,von Rosenberg,,
1705,Mader,"Mader, Maderer, Madern",
1706,von Prunner,v. Pruner,
1708,Schwingshöfen,,
1709,Gözinger,"Gözinger, Gezinger",
1710,Pöckl,Pökhl,
1711,Ingerl,"Jungerl, Jünger, Ingerl, Imgerl, Imerl, Jüngerl, Junger",
1713,Seiter,"Seiter, Seither, Seithner, Seyter, Seyther, Seydner",
1714,Schmaus,"Schmaus, Schnaus, Schenaus",
1715,Spet,"Speth, Spett",
1717,Alteneder,"Alteneder, Altnötter, Aldeneder",
1718,de Strozzi,"de Strozzi, Storzzi, Strozzi, Stozi",
1719,Timing,,
1720,de Pyardes,"de Pyardes, de Pya",
1721,de Cranz,"de Cranz, Cranz",
1722,von Thurn,v. thurn,
1724,Krumhorn,Krumbhorn,
1725,Stöckl,"Stökhl, Stikhl, Röckhl",
1726,Piera,,
1727,Prenner,"Prener, Prenner, Brener",
1728,Untersteiner,"Unterstainer, Understainer",
1729,Leuthmannslechner,"Leithmanslechner, Leuthmanslechner, Leithmanslehner, Leidtmanslechner",
1731,Werber,,
1733,Hunis,Hunis,
1734,Stadler,"Stadler, Städler, Städl, Stödler, Sadler, Stättler",
1735,Gözner,"Gözner, Gizner, Güzner, Küzner",
1736,Fillensag,oder Fillenfag?,
1737,Panholzer,"Panholzer, Panhelzl, Ponholzer",
1738,Kopfhammer,"Kopfhammer, Kapfhamer,Kapfhammer",
1739,Steinermayr,"Stainermayr, Stainmayr, Stäinämayr",
1740,von Enzingen,"v. Eizinger, v. Enzinger, von Enzingen, Enzinger von Enzing",
1741,Fink,"Finckh, Funckh",
1742,Coster,,
1743,Polti,"Polti, Bolti, Poldi, Boltin",
1744,Ställer,"Ställer, Städler",
1745,Viertl,"Viertl, Wyrdl, Vörtl, Förtl, Färtl, Färtler, Vierth, Fürtl, Virtl",Evtl. identisch mit Fertl?
1746,Städl,"Städl, Stadl, Störl",
1747,Haid,"Haidt, Heidt, Heid, Haide, Heith",
1748,Eschenlocher,"Eschenlocher, Eschenlohrer, Eschenlachner, Aschenloyer, Ehrnlocher",
1749,Dollier,Dollier,
1750,Großmiller,Grosmiller,
1752,Marchand,"Marchand, Marschane, Margand, Morchond, Morchont
	",
1753,Weinwieser,Weinwisser,
1754,de Boneville,"de Bonvile, de Ponville, de Bonenile, do Bonavilli",
1755,Furtner,"Furtner, Fuerthner",
1756,Walter,"Walther, Walder, Walther, Waldner, Wolther, Wolder",
1757,Jezler,"Jezler, Jetzler, Jezl",
1758,Eisler,"Eyssler, Eüsler, Eysler",
1759,Hittmannin,Hittmanin,
1760,Milberger,"Milberger, Michlberger, Mülberger, Milzlberger, Mihlberger",
1761,Jungpaur,,
1762,Gessl,"Gessl, Gesl, Gassl, Gößl, Gäßl, Gossl",
1763,Prassl,"Prassl, Prossl [?]",
1764,Seutter,"Seütter, Seuter, Seither, Soither, Seüther, Seuther, Sautter, Sauter, Seüträ, Seiter, Seittart, Seitter",
1766,Lolle,"Lolle, Lalle, Colle",
1768,Grandi,"Grandi, Granda, Granti, Grande",
1769,Trager,"Trager, Tragger, Truger, Druger, Droger, Tröger, Drucher, Trucher, Trukher, Trugner",
1770,Lichtmann,Liechtmann,
1771,Ortner,"Orthner, Orttner, Ortner, Ohrtner",
1772,Hochmann,"Hochmann
",Siehe Homann!
1774,Spitalmillner,"Spittalmillner, Spittallmillner, Spithallmüllner, Spittalmüllner, Spüttelmillner",
1775,Kornritter,Khornritter,
1776,Gräpaur,"Gräpaur, Grapaur, Gröpaur, Grappaur, Kräpaur, Gropaur, Krachpaur",
1777,Stachmayr,Stachmayr,
1778,Pizl,"Pizl, Püzl, Pinzl",
1779,Brandstätter,"Prandtstötter, Prandstöttner, Prandstetter, Prandstötter, Brandstötter",
1780,Albertini,"Albertini, Alberto, Alwerta",
1781,Zuana,"Zuana, v. Zuanna, Zuanna, von Zuana",
1782,Delfino,"Delfini, Delfino, Delfie, Defin, Dalfin",
1784,Hauer,Hauer,
1785,von Anhalt,v. anhalt,
1786,Teibler,"Deibler, Teibler, Teubler, Teübler",
6905,Renner,"Rener, Renner",
1788,Reichard,"Reichard, Reichhard, Reichart, Reichhart",
1789,Warth,"Warth, Wartt, Worth, Werth",
1790,Authentaler,"Authenthaller, Autenthaller",
1791,Kolmillner,"Kolmillner, Kollmillner, Kellmillner, Kothmillner",
1792,Samson,"Sambson, Samson, Samsau(?)",
1793,Sandner,"Sander, Sandtner",
1794,Wogenohl,,
1795,von Danckelmann,v. Dancklman,
1796,Tilli,,
1797,Bologna,"Bologna, Bolagno, Balagna, Bologne, Pollogna",
7732,Pologrio,Pologrio,Lesung unsicher (möglicherweise ein Schreibfehler: Bolognia ?)
1799,Obeneder,"Oberneder, Obeneder, Umbeneder, Umeneder, Oberned",
1800,Hübner,"Hübner, Hibner, Hiebner, Hybner, Hybmer, Hübmer, Hünbner",
1801,Dullinger,"Dullinger, Dulinger, Dollinger",
1802,von Freydel,v. Freydel,
1803,Puc,"Puc, Bukh, Pukh, Puckh",
1804,Kar,"Kaar, Korr, Kar",
1805,Kranister,"Kranister, Kranöster, Kronister, Cranöster, Cranister, Cronister, Kranist, Kranös, Kranöß, Crannöst, Krannöst , Cronester, Khranöster",
1806,Fravega,"Fravega, Franega, Fravego",
1807,Mazini,Mazini,
1809,Sinzinger,"Sinzinger, Sünzinger",
1810,Pichlmayr,"Pichlmayr, Pühlmayr",
1811,Kuer,,
1812,Mänigl,"Mänigl, Mönigl",
9027,Percher,"Percher, Bercher",
1814,von Bode,"von Bode, de Bode, Bodeisches freule",
1815,Kücker,"Kükher, Kökher, Hicker, Küker, Gukher, Kicker, Kikher, Köcker, Kükrä, Khükher",
1816,Wieland,"Wielland, Weillandt, Wiellandt, Weilland",
1817,Discher,Discher,
1818,Schüssler,"Schüssler, Schissler, Schüßler, Schussler",
1819,Reymond,"Reymond, Reymord, Regmor, Regmord",
1821,Drack,"Drakh, Drackh, Drokh, Trakh, Trokh ",
1822,Stockmayr,Stokhmayr,
1824,von Widmann,v. Widmann,
1825,Zoller,"Zaller, Zeiller, Zoller, Zoll",
1826,Raidl,"Raidl, Raindl, Roydl, Rattl",
1827,Salisch,"Salisch, Saxlisch",
1828,Stellner,,
1829,Stutter,,
1830,Angstwurm,"Angstwurmb, Angstwuermb",
1831,Casiz,,
1832,Melinger,,
1833,Frech von Ehrenfeld,Frech v. Ehrnfeld,
1834,Ziblnier,,
1835,Löffler,"Löffler, Loffler",
1836,Andretter,,
1837,Schuhmacher,Schuechmacher,
1838,Pitterhaber,,
1839,Panaville,,
1840,von Häckelberg,v. Häkhlberg,
1841,Gluderer,"Gluderer, Glauder",
1842,Schrott,"Schrott, Schratt, Schrodt",
1843,Gerschner,,Lesung unsicher
1844,Pachmann,"Pachman, Pachmann, Pechmann, Bachmann, Prachman",
1846,Brechin,,
1847,Jani,Jani,
1848,Hosler,Hoser,
1853,Felberer,"Felberer, Felber, Fellner (selten), Felderer",
1854,Teufel,"Teufl, Deufl, Teuffl, Deüffel",
1855,Heublein,Heublin,
1857,Traidl,,
1859,Grienreuther,,
1860,Stuber,"Stuber, Stubler, Stubmer",
1862,Pöschl,"Pöschl, Pischl, Püschl, Peschl, Büschl, Birschl",
1863,Zaiminger,"Zaiminger, Zaminger, Zaininger",
1864,Muckleithner,"Mukhleithner, Mukhleuthner",
1865,Däfler,,
1866,Fenzl,"Fenzl, Venzl, Fennzl, Penzl",
1867,Högwein,"Högwein, Hogwein, Hagwein, Hegwein",
1868,Egliz,"Egliz, Egly, Egli",
1869,Echtler,"Echtler, Echter, Eihtler",
1870,von Trient,v. Trient,
1871,Ehrnlechnerin,,
1872,Reithsamer,,
1874,Jerusalem,"Jerusalem, Jerusalemb",
1875,Marschan,Marschan,
10465,Klosterbauer,"Closterpaur, Clossterpaur",
1877,Weingand,"Weingand, Weingandt, Weinandt, Weingard",
1878,Hallmayr,,
1879,Stögermillner,"Stögermillner, Stegermüllner",
1880,Gottfried,Gottfrid,
14217,Tazini,Tazini,
1882,Singer,"Singer, Sing",
1884,Meichbeck,,
6310,Stetter,Stötter,
1886,Eybm,,
1887,Grüss,"Grüss, Griess, Griss, Grieß",
1888,Schlechter,"Schlechter, Schlechtl",
1889,Seefeldner,"Sefeldner, Seefellner, Sefellner",
1890,Paulmillner,Paulmillner,
1891,Christophori,"Christophori, Christophi, Christophhoris, Chrüstophory",
1892,Jerus,Jerus,
1893,Krezler,"Krezler, Krezl, Kräzl",
1894,Gerl,"Gehrl, Gerht, Gerl, Gerdl, Herl, Gehet",
1895,Hirschl,"Hirschl, Herschl, Hierschl, Hiersch, Hierschi",
1896,Gaviliet,"Gaviliet, Gavilliet, Gavilet, Gaviellet, Gavillet",
1897,Boccard,"Pokhard, Pocard, Poccard, Pokhart, Pogard, Pogart, Pockhard, Peccard, Boucard, Boccard",
1899,Morelli,"Morell, Morelli, Morelle, Morello",
1900,Gavar,"Gavar, Gavard, Cavar, Caver",
1901,Mangold,"Mangold, Mongold, Mengold [?]",
1902,Beschobet,"Beschobet, Peschowet, Pechanet, Beschauet, Beschoweti, Petschoweth, Bessabeth, Peschovetsch",
1904,Liedlin,"Lüdlin, Lidlin",
1905,von Cardona,"v. Cordona, v. Cardona",
1908,Arnold,"Arnold, Arnolth, Arnolt",
1909,Rözinger,"Rözinger, Rinzinger",
1910,Dierank,"Dierankh, Dieranth, Dürankh, Derrank, Derack, Deranck, Derrang",
1911,Fölkerer,Fölkherer,
1912,Langmayr,"Langmayr, Langkhmayr",
1913,Schilipp,,
1915,Ankerl,"Ancker, Anker, Anckherl, Änckherl, Ankherl, Änkherll, Aükherll, Ankherll, Angger",
1918,Montecuccoli,Montecucholi,
1919,Almenara,,
1920,de Greiffenfeld,,
1921,Cantrini,"Cantrini, Cuntrini, Canterini, Contrini [?], Catrini, Cantrimo, Contrino, Cantrino, Contrin",Siehe auch den Familiennamen Contrin
1922,Viermund,"Virmont, Virmond, Virmund, Viermundt, Viermündt, Viermünden, Virminne, Virmin, Viermyn",
9570,Mond,Mond,
1923,Sickingen,,
1924,von Espalar,,
1925,Guetrater,Guetrather,"Schreibung des Familiennamens in der Literatur ""Guetrater"" oder ""Gutrater""."
1927,Gündthard,oder Gründthard?,
1928,Guglhör,"Guglhör, Guglhörr",
1929,Arsaldini,"Arsaldini, Arsaldin","Identisch mit Asalda, Ansaldi, Artoldi?"
1931,von Stella,"grafn v. Stella, margese de Stella",
1933,Gadner,"Gadner, Gattner, Gottner","Siehe auch ""Göttner""."
1934,Perinet,"Perinet, Berinet, Perrinet, Pernet, Werinet",
1936,Duboin,"Duboin, Duoboin, Doboin, Duboi",
1937,Stegmann,"Stegmann, Stögman, Stökhman",
1938,Pentele,"Pentele, Penterle, Endele",
1939,Lizlpaur,"Lüzlpaur, Lizelbaur",
1940,de Engelshofen,de Englshofen,
1941,Heubach,,
1943,Förster,"Forstner, Förster",
1944,Rosenham,"Rosenhan, Rosenhann, Rosenham, Rosenhaim",
1946,Laz,"Loz, Laz",
1948,Augusty,,
1949,Schmidhauser,,wohl identisch mit Schindhauser!
1950,Rammer,"Rammer, Ramer",
1951,Hörmannin,,
12205,Seidenbusch,Seidenbusch,
1953,Ofenloch,"Ofenloch, Ofenlach",
1954,Weidmann,"Weidmann, Weitmann",
1955,Kolnizer,,
1956,Kagerer,"Kagerer, Khagerer, Khaager, Khager, Kogerer, Kagler",
1957,Lindinger,Lündtinger,
1958,Marbacher,"Morpacher, Marbacher, Marpacher",
6632,Winsteiger,Winsteiger,
1963,Salcher,"Salcher, Solcher",
1964,Pöltl,"Pöltl, Peltl, Peldl, Pöldl, Beldl",
1965,Rapp,"Rapp, Rampp, Rampf, Räp",
3854,Lechl,,
1967,Grämerstetter,"Grämerstötter, Gramerstetter, Grämästetter, Grämstetter, Grämästötter",
1968,Frey de Schornstein,Frey de Schornstein,"Lesung unsicher. Evtl. ""Frey von Scharnstein""."
1969,Gengl,"Gengl, Gängl, Genngl, Gengel, Zengl, Gengler, Gegl",
1970,Geonte,,
1971,Aperger,"Aperger, Oberger, Apperger",
1973,Primier,"Primier, Primer, Brimmer, Primiro, Prinira, Primioa, Primica",
1974,Klerian,"Klerian, Klaran, Kleyan",
1975,Alpran,,
1977,Carara,,
1979,Gfraser,,
1980,Seimbl,"Seimbl, Sembl",
1981,Angermayr,,
11073,Steinmayr,Stainmayr,
1985,Schweinzer,"Schweinzer, Schweiger",
1986,Geysenhof,Geysenhoff,
1990,Lesiack,Lesiackh,
1991,Laßgallner,,
1992,Briann,"Briann, Breann, Priann, Breanj, Brean, Baun, Breoni, Brianni, Brion, Briani, de Breann",
1993,Lazar,"Laser, Lazar, Lazer",
11357,Soardi,Soardi,
1995,Prösl,"Prösl, Prössl",
1996,Goll,,
1997,Puchner,"Puechner, Buechner",
1998,Remy,"Remy, Reng, Reny, Renz, Reiz, Remi, Remus, Nang",
1999,von Schrattenbach,v. Schrottenbach,
2000,Schleiss,Schleiss,
2001,Cota,,
2002,Gunzinger,"Gunzinger, Kunzinger, Dunzinger","Dunzinger: vermutlich ein Hörfehler, da der Name Lamprecht Gunzinger häufiger vorkommt."
2003,von Sensheim,Senshaimb,
2004,Ibra,"Ibra, Iberer, Jbrä, Tebrä, Ubra, Ybra, Ybrä, Vbra
",
2005,Schleßer,,
2006,Gundaker,"Gundakher, Gundacker, Gautackher",
2007,Aberel,"Aberel, Aberell",
2009,Unger,"Unger, Anger",
2010,Courtin,"Courtin, Cortie",
2011,Prandmayr,"Prandmayr, Prandtmayr, Bandmayr, Brandtmayr",
2012,Puntifeser,"Puntifeser, Puntüfeser",
2013,von Thürheim,"v. Thierhamb, v. Türhaim, v. Thierhaimb, Stürhaim, Dierhaimb",
2014,Prädler,"Prädler, Prödler, Pradler, Präder",
2015,Oberhuber,Oberhueber,
2017,Vierling,"Fierling, Fürling, Vierling, Fierlinger",
2018,Bürckner,"Bürckner, Bruckner, Pürkhner, Pürckher, Brukhner",
2019,Siess,"Süess, Siess, Süss, Sieß",
2020,Schwerdner,"Schwertner, Schwerdner, Schwerdtner, Schwendner",
2021,Diernberger,,
2023,Lobermayr,,
2025,Teuschl,"Teuschl, Teutschl",
2026,Deo,,
2027,Kürner,"Kürner, Kierner, Kiener, Kirner, Kienner, Kränner, Khürner",
2028,Hocher,Hocker,
2029,Neumayr,"Neumayr, Neymayr, Neumair",
2030,Rauecker,"Rauecker, Raudenekher",
2031,Gastl,"Gastl, Gaßl, Kastl, Gaschl",
2032,von Montfort,"v. Mondforth, v. Monfurt",
2033,Drexler,"Drexler, Dräxler, Drexl, Dräxl, Drexel, Drechsler, Däxler, Draxler, Träxler",
2034,Bicklin,Bikhlin,
2036,Holzer,"Holzer, Hollzer",
2037,Pohl,"Poll, Pohl",
2038,Hopf,"Hobff, Hopf",
2039,Zimmer,Zimer,
2041,Stettner,,
2042,Pacher,"Pacher, Pächler, Pachner, Pachler",
2044,Gassmayr,"Gassmayr, Gessmayr, Gaßmayr, Gassenmayr, Gasmayr, Gastmayr [?]",
2046,Schnöller,"Schnoller, Schnöller, Schneller, Schnaller",
2047,Gliderer,Gliderer,
2048,Häsl,"Häßl, Hässl, Häsl, Hösl
",
2049,Obinger,,
2050,Schmidhuber,"Schmidhueber, Schmithauber",
2051,Jener,,
2052,Weiland,"Weillandt, Weyland, Weilland, Willand, Weinland",
2053,Maurer,"Maurer, Mauner",
2054,Wagenknecht,"Wagnknecht, Wagerknecht",
2055,Härdtinger,"Härdtinger, Hördtinger, Huedtinger",
2056,Sprizl,,
2058,Perffler,"Perffler, Berfler",
2059,de Wandusol,,
2060,Schorer,"Schorer, Schaar",
2062,Wartha,,
2064,Händler,"Handler, Händler, Hendler, Haindler",
2065,Weyr,"Weyr, Weyher, Weyer, Weyn",
2066,Hoff,"Hoffs, Hofft",
10295,Göblin,Göblin,
2070,Kaltner,"Kaltner, Koltner, Kalthner",
2071,Manget,,
2072,Neuschwender,"Neuschwender, Neuschwendner",
2073,Kapeller,"Kapellner, Capellner, Capeller, Kapeller, Kappler.",
2074,Otto,,
2075,Neubrunner,"Neuproner, Neubruner, Neuprener",
5202,Andrel,,
2077,Dankl,"Dankl, Dangl, Dannckhl",
2078,Millgösserin,"Millgösserin, Milgiesserin, Millgüesserin",
2079,Walch,,
2080,Reichel,"Reichel, Reuchel, Reichl, Reicher",
2081,Krimel,"Krimel, Krimmel, Krimerl, Krimmer, Krimler, Krimbl",
2082,Geiger,"Geiger, Geüger",
2084,Meyle,"Meyle, Weyle [?], Meylen",
2086,Zwiesler,"Zwisler, Zwissler, Zwiesler",
2088,Lehrpaumer,"Lehrpämer, Lehrpaumer, Lehrpämber, Lehrpaumb, Lerchpaumer",
2089,Fabricius,"Fabrici, Fabriz, v. Fabriz, v. Fabrizi, v: Fabritz",
2090,Logonto,,
2092,Schenbuchner,"Schenbuechner, Schenbuecher",
2094,Harrach,,
2095,Kriegl,"Kriegl, Krieger",
2096,Scheller,"Scheller, Schellerer, Schöllerer, Schöller",
2098,Riedler,,
2099,de Richelieu,,
2100,Fürst,"Fürst, Fierst",
2101,von Mayreck,"v. Mayrekh, Mayrekh, Mayreck, Meyreckh, Mayrökh",
2103,Schalch,,
2104,Schöpfer,Schöpf,
2106,Mühlleithner,"Milleithner, Mühleithner, Michlleithner, Milleder",
2108,Gröllmayr,"Gröllmayr, Grulmayr",
2110,Neudorfer,"Neudorffer, Noyendorffer, Mendorfer, Nidorffer",
2111,Bleichshirn,"Blaichshiern, Plaichshern, Plaichschiern, Playshiern, Pleichsieder, Plaichschier, Plägßhiern, Plumbshiern",
2112,Hibmer,Hibmer,Siehe Hübner.
2113,von Pernau,,
2114,Lindter,,
2115,Pöhler,Pöhler,
2116,Geubl,,
2117,Phörg,,
2118,Podmer,"Podmers, Pottmer, Podmer",
2121,Gstöttner,,
2122,Posch,"Posch, Bosch, Pasch",
2123,Hucker,"Hukher, Hukh, Huckher",
2124,Feyrer,,
2125,Gasserer,"Ganßerer, Gasserer, Gäßerer",
2126,Plazer,"Plazer, Blazer, Pflazer","
"
2127,Kalteder,Kalteder,
2128,Staudiner,Verschreibung von Staudinger?,
2129,Maxmiller,,
2130,von Schreyvogel,v. Schreyvogl,
2131,Dörfler,"Dörffler, Dörfferl",
2132,Küttner,"Kuttner, Kottner, Küttner, Guttner, Kudtner, Kittner, Kühter",
2133,Duovoisin,Duovasin,
2134,Woller,Waller?,
2137,Ollmayr,"Ollmayr, Allmayr",
2138,Sautner,"Sauthner, Sautner, Sauttner",
2139,Schlapp,"Schläpp, Schlap",
2140,Melberger,Melberger,
2141,Flezinger,"Flezinger, Ferzinger?",
2142,Moll,"Mohl, Mall, Moll",
2143,Päminger,"Päminger, Pämbinger",
2144,Merz,"Merz, März, Mertz, Mörz, März, Marz",
2145,Ambtmann,,
2146,Preuninger,"Preuninger, Preininger",
2147,Peikl,Peikhl,
2148,von Keil,"v. Keill, Kreyll",
2149,Wohlfarter,Wohlfarther,
2150,Vogl,Vogl,
2151,Meizinger,,
2152,Wilhelmseder,"Wilhalbmseder, Wilhalbmsseder, Wilchelmseeder",
2154,Bassardi,"Bassardi, Passardi, Bossordi, Bossard, Boussard",
5843,Martin,Martin,
2158,Passy,"Passi, Vassiy, Basy, Bassy, Bussi, Busi",
2159,Maderer,"Maderer, Mäderer",
2160,Ambthofer,Ambthofer,
2161,Krüger,"Krueger, Krieger, Grueger, Kroeger, Krüeger, Grueber, Kürger, Krüeger",
2162,Unterhuber,Underhueber,
2163,de L'Espine,"de Lespine, Delespin, Delespine, de Lupine, Le Spine, de Espine, de Spine, de le Spina, de la Spine, de Cespine","Zur Familie Spina/de L'Espine: Johann Christian von Hellbach, Adels=Lexikon (...), Bd. 2, Ilmenau 1862, 502."
2164,Bruckmann,"Pruckhmann, Brukhman, Bruckman, Brikhman, Brukhmann, Brugmann",
2165,Blümler,"Blüembler, Bliembler, Bliemler, Blumbler, Pliembler",
2168,Vorget,Vorgeth,
2169,Fagerin,,
2170,Bergamin,Bergamin,"nicht ganz deutlich zu lesen, evtl. auch Berganinn"
2171,Freysauf,"Freyauf, Freishausser [?], Freishauffer [?]",
2172,Spaz,"Späz, Spaz, Sparz",
5904,Gämbs,,
2175,von Sybertz,"von Syberts, von Sibertz, v. Siberts, de Syberts, Syberz, Seyberz",
2176,von Freyberg,,
8889,Pruckmüllnerin,Prukhmüllnerin,
2178,Flättinger,"Flättinger, Fletinger, Fleitinger, Flöttinger, Fledinger, Fleckinger, Fluedinger",
10420,Frelli,Frellj,
2182,Köllinger,"Köllinger, Kollinger, Köllringer, Kallinger",
2183,Wallnerin,"Wallnerin, Wallerin, Wahlnerin",
2184,Wassmann,Wassman,
2185,Raimund,"Rämundt, Rämudt, Räund, Reimund, Ramutt, Ramuth, Räumdt, Ramuth",
2186,Lani,"Lani, Rany",
2187,Spillberger,Spilberger,
2189,Öllingerin,"Öllingerin, Ellingerin, Öhlingerin",
2190,Urban,,
2191,Hirschmann,Hierschmann,
2194,Pfalzer,,
2195,Pernat,"Pernat, Pernoth",
2196,Küzl,oder Küze?,
2197,Neuhofer,"Neuhofer, Neuhoffer",
2198,Schnäbinger,"Schnäpinger, Schnäbinger, Schnapinger",
2199,Gräz,"Gräz, Grez, Kräz",
8405,Kochmayr,Kochmayr,
2202,Klueger,"Klueger, Klieger",
2203,Küstler,Küstler,
2206,Lippl,"Leppl, Lippl, Lipp",
2207,von Guordala,von Gvordala,Lesung unsicher.
2208,von der Strass,"von der Strass, von der Strassen",
2209,Holler,"Holler, Haller [?]",Siehe Haller
2210,de Meseille,,
2211,Eisenhammerin,,
2212,Pfeiffer,"Pfeiffer, Pfeffer, Pfeuffer, Pfeifferl",
2213,Piquet,"Piquet [?], Tiquet [?]",Lesung unsicher
10221,Krimer,"Krimer, Grimer",
2215,Schnaller,"Gschnaller, Gschnoller, Gschmolter, Schnaller, Geschnaller",
2216,de Mess,,
2217,Öllinger,"Öhlinger, Ellinger, Öhrlinger
",
2219,Seidl,"Seidl, Seydl, Seitl, Süedl, Seudl, Zeütl",
2220,Schückel,"Schückel, Schücka, Schikhl, Schickhl, Schödtl",
2222,Stiehl,"Stiehl, Stiell",
2223,Höcker,"Höcker, Hecker",
2224,Canzlmillner,"Canzlmillner, Canzmillner",
2225,Nopreth,,
2226,Kronschläger,"Kronschläger, Kranschlöger, Kränschlöger",
2228,von Hamilton,"Hamilton, v. Hamilton, v. Hametthon",
2229,Herpfer,"Herpfer, Herpffner, Härpffer",
2230,Ennstalerin,"Ensthallerin, Enstallerin",
2233,Matsberger,"Mattsperger, Mottsperger, Matsperger, Masperger, Mättsperger",
2234,Mang,,
2236,Karüazl,,"Lesung sehr unsicher. Evtl. Verschreibung von ""Kränzl""."
2237,Mitterauer,,
2238,Zwickl,,
2239,Pammer,"Pomer, Pemer, Pommer, Pamer, Promer, Pahmer",
10682,Droth,Droth,
2241,Zezenhuber,"Zetenhueber, Zegenhueber, Zezenhueber, Sezenhueber",
2242,Metz,"Mäz, Metz",
2243,Monsseti,"Moneseti, Monsseti",
2245,Weygarden,"Weygarden, Weygarth, Weygart",
2247,Babas,,
2248,Zaller,"Zaller, Zeiller, Zoller, Zeller, Zahler, Soiller",
2249,Lueginsland,"Luegensland, Lueginsland",
2250,Ottonier,"Ottonier, Ottinier, Ottimer",
10993,Denerlor,Denerlor,Lesung unsicher.
8875,von Ramschwag,v. Ramschwag,
2255,Stadlmayr,"Stadlmayr, Stallmayr, Stachlmayr",
2256,Gogl,"Gogl, Gugl, Kogl",siehe auch Gogler
2257,Hinderer,,
2258,Locherin,Lorcherin,
2259,Eitlberger,"Eitlberger, Eidlperger",
2260,von Burkhard,"v. Burkhard, v. Purckart",
2261,Selroth,,
2262,Steyrnberger,,
2263,von Rabatta,"Rabatta, v. Rabbatha",
2265,Fridschall,oder Feidschall?,
2266,Grienwieser,Grienwiser,
2267,Prixner,"Prixner, Brixner",
2271,Frendl,"Freudl, Früdl, Freundl, Frendl, Freindl, Fridl",
2272,Güllmayr,"Kilmayr, Güllmayr",
2273,Hein,"Hein, Hainn",
2274,Ullmann,"Vlmann, Velmann, Vrmann, Ulmann",
2275,Leidtmayr,,
2276,Wegerle,Wegerle,
2277,Sulzer,"Sulzer, Salzer",
4890,Eschenhofer,"Eschenhofer, Eschenlocher, Ehrnlocher",
2280,Kreiderer,"Greiderer, Kreiderer, Kreitherer",
2282,Häberl,,
2283,Wuschy,"Wuschy, Wusch, Wuschi, Wusche",
2284,Battista,Batta:,"""Batta:"" ist die gebräuchliche Kürzung von ""Battista"" bzw. ""Baptist"". Da es sich um einen Händler auf Haller Schiffen handelt, dürfte die ital. Auflösung zu bevorzugen sein."
2285,Obauer,"Opaur, Obauer",
