nachnameId,nachname,nachname_quelle,nachname_bemerkungen
11209,Härbl,Härbl,
11212,Frauenhofer,Fraunhoffer,
11213,Weissner,Weissner,
11214,Beyland,Beylanndt,Lesung unsicher.
11217,de Garibredi,de Garibredi,
11218,Wedlich,Wedlich,
11219,Öschenauer,Öschenauer,
11220,Badner,Badner,
11222,von Kriegsegg,v. Kriegsegg,
11223,Glöck,"Glöckh, Klöckh",
11224,Heisser,"Heiser, Heisser, Heisserer",
11225,Holzgassner,Holzgassner,
11226,Windmann,Windtman,
11227,Bovis,Bovis,
11228,Zendezky,Zendezkhy,
11229,Zecherling,Zächerling,
11230,von Wachter,von Wachter,
11231,Helnsteiner,"Helnstainer, Hölnstainer, Helmbstainer",
11233,Girometti,"Gierometti, Giorometi",
11234,Musio,Musio,
11235,Fichtes,Fichtes,
11236,Schoblach,Schoblach,
11237,Tury,"Tury, Thurry",
11326,Lorcherer,Lorcherer,
11239,Sindt,Sündt,
11240,Gnausin,Gnausin,
11241,Wilholzer,Wilholzer,
11242,Bm,Bm,Lesung unklar.
11245,Gäpaur,"Gäpaur, Gäppaur, Gebaur",
11246,Seuisch,Seuisch,"Lesung unsicher: ""Semsch"", ""Senisch"" [?]"
11248,von Manneberg,von Manneberg,
11249,Dolmosa,Dolmosa,
11250,Ribbci,Ribbci,
11251,von Thacon,von Thacon,
11253,Scanzoni,Scanzoni,
11254,Soyer,Soyer,
11255,Trienbacher,"Triennpacher

",Lesung unsicher.
11256,Schaubner,"Schaubner, Schaupner","Evtl. identisch mit ""Schaumer""?"
11257,Peringer,"Peringer, Piringer",
11258,Bravano,Bravano,
11259,Contonin,Contonin,
11260,Fleischwolf,Fleisch Wolff,"Alternativ: Nachname ""Wolf"", Beruf ""Fleischhacker"" [?]"
11261,Zeicher,Zeicher,
11262,von Brandenburg-Bayreuth,morgrafen zu Boyreith,
11263,von Brandenburg,v. Brandenburg,
11264,Titscher,Titscher,Lesung unsicher.
11265,Hackstock,Hackhstokh,
11266,Vieux,"Vieux, Vieuz",
11268,Deichner,Deichner,
11269,Honnig,Honnig,
11272,Semblstock,"Semblstockh, Semblrockh",
11273,Rueberger,Rueberger,
11274,Nösener,Nösener,Lesung unsicher.
11275,Peimbler,Peimbler,
14174,Decrout,"Decrouth, Decrouz",
14079,Rothmaner,Rothmaner,
11278,Aufmöck,Aufmöckh,
11279,Bermaz,Bermaz,"Lesung evtl. ""Bermat""."
11280,von Urböck,von Vrböckh,
11282,Frankhofer,Franckhoffer,"Verschreibung von ""Frauenhofer"" [?]"
11283,Leschutin,"Leschutin, Leschutini, Leschentin",
11284,Rätl,Räthl,"Lesung unsicher: ""Räkhl"" [?]"
11285,von Wolfstal und Rottal,von Wolfsthall und Rothall,
11287,Dianini,Dianini,
11288,Solfini,Solfini,
11289,Bernhauserin,Bernhauserin,
11291,Knauer,Knauer,
11292,Tach,Tach,
11293,Klägl,"Klägl, Khläkhl",
11294,Agtain,Agtain,
11295,Dopplerin,Doplerin,
11296,Aster,Aster,
11297,Wißpaur,Wißpaur,
11298,Klebinder,Klebinder,
11299,Carlin,Carlin,
11300,von Rossier,v. Rossier,
11301,Rabe,"Roba, Raabe, Raabl, Räbl",
11302,Wässerin,Wässerin,
11303,Schander,Schander,
11304,Porder,Porder,
11305,Wistin,"Wistin, Würstin, Wisin",
11306,Kochener,Kochener,
11308,von Kleinau,von Kleinau,
11309,von Wildnitz,von Wuldniz,
11310,Heckenberg,Hekhenberg,
11311,Gamma,"Gamma, Gämbä",
11312,Schönbichler,Schenbichler,
11314,Picks,Pickhs,
11315,Heugl,"Heugl, Heigl",Name evtl. identisch mit Heugle?
11316,von Eistett,von Eystött,
11317,Schellerer,"Schellerer, Schöller","Siehe auch ""Scheller""."
11320,Lober,Lober,
12237,Erdlmayr,Erdlmayr,
11321,Berwick,Berwickh,
11322,von Lichtenegg,v. Liechtenegg,
11324,Rauthin,Rauthin,
11325,Pexfelder,Pexfelder,
11327,Lambrucker,Lampruckher,
11328,Wadtsteiner,Wadtstainer,
11329,Knäppinger,Knäppinger,
11331,Kranzbichler,"Kranzbichler, Cranzbichler",
11333,Seeberger,Seeberger,
11334,Caminati,Caminati,
11336,Schockberger,Schockhberger,
11337,Fünster,Fünster,
11338,von Petschank,von Petschanckh,Lesung unsicher.
11339,Millau,Millau,
11341,Millon,"Millon, Millan",
11342,Wegenmillner,Wegenmillner,
11344,Senzing,Senzing,
11345,Melzor,Melzor,
11346,Blick,Blickh,
11347,Eltrich,Eltrich,
11348,von Sporck,von Sporckh,
11349,Paudisch,Paudisch,
11350,Schilt,Schilt,
11351,Kandlsdorfer,Kandlstorffer,
11352,Zugleitner,Zugleithner,
11353,Schwan,Schwann,
11354,Duberon,Duberon,
11355,Krenbauer,Grenbauer,
11356,Gottschlag,Gottschlegg,
11358,Painkner,Painkhner,
11363,Possinger,Possinger,
11364,Luecht,Luecht,
11365,Mall,"Mall, Mohl",
14511,Gstettner,Gstettner,
11368,Pundinger,Pundtinger,
11369,Wimöcker,Wimöckher,
11370,von Riener,von Rienner,
11371,Reusch,Reusch,
11372,Raidt,Raidt,
11373,Heynel,Heynell,
11374,Lotten,Lotten,
11376,Rebelle,Rebelle,
11377,Paunz,Paunz,
11378,Neugebauer,Neugebaur,
11379,Kracher,Kracher,
11381,Rebhann,"Robhann, Röbhann","Im Taufregister von Engelhartszell: Rebhaan, Rebhann, Rebhan: Taufregister 01a | 103/01a, Bild 00076."
11382,Raumatti,Raumatti,
11385,Exl,Exl,"Wohl identisch mit ""Öxl"" und bei Frauen ""Öxlin""."
11386,Zellerl,Zellerl,
11387,Fasta,Fasta,
11388,Schraithofer,Schraithoffer,
11389,Häsweger,Häsweger,
11390,von Plaz,von Plaz,
11391,Steppach,Steppach,
11392,Scherzstätter,Scherzstatter,
14432,Schaibinger,"Schaibinger, Schwaibinger",
11394,Resler,Resler,
11395,Haslinghaus,Haslinghaus,
11396,Luchs,Lux,
11397,Vettentaler,Vettenthaller,
11398,Haubenstricker,"Haubenstreitter, Haubnströckher",
11399,von Lagelberg,v. Laglberg,
11401,Obenauer,Obenauer,
11402,Gentet,Gentet,
11403,Stubl,Stubl,
11405,Prunlechner,Prunlechner,
11406,Aschenbeck,Aschenbökh,
11407,Vorbass,Vorbass,
11409,Langsteger,Langsteger,
11412,Schaumann,Schauman,
11413,Schifflein,"Schifflein, Schifflin, Schiffling",
11414,Köslbach,Köslpach,
11415,Bürkli von Hohenberg,Burgkhli v. Hochenberg,In der Lietertur gelegentlich auch: Bürkli von Hohenburg
11416,Schindele,Schindele,
11417,Auginger,Auginger,
11418,Prechansky,"Prechansky, Prohanskhi, Pruhansky",
11419,Riegl,"Riegl, Rüegl","Schwer lesbar: ""Ringl"" [?]"
11420,Murmann,"Murmann, Maurmann",
11421,Tretl,"Tretl, Dretl",
11422,Scheifelhut,"Scheifflhueth, Schlifflfurth",
11423,Lobes,Lobes,
11424,Schweighart,Schweückhhart,
11425,Teil,Theill,
14509,Kalhuber,Kalhueber,
11426,Perndonner,Perndonner,
11427,Pleuch,Pleuh,
11428,Gwehrer,Gwehrer,
11429,Buzlay,Buzlay,
11431,Mühlfellner,Mihlfehlner,
11433,Stechinelli,Stechinell,
11434,Brost,Brost,
11435,Gutwillig,Guetwillig,
11436,Gebb,Gebb,"Evtl. ""Gebl""."
11437,Somerwin,Somerwin,
11438,Rudolph,Rudholph,
11439,Fluggi,"Fluggi, Flugin",
11441,Reek,Reek,
11442,von Otto,von Otto,
11443,Eberle,Eberle,
11446,Härttinger,Härttinger,
11447,Kohlweiß,Kohlweis,
11448,Greidl,Greidl,
11451,Piazza,Piazza,
11452,Reichinger,Reichinger,
11453,Talheim,Talheimb,"Lesung unsicher. Evtl. ""Falheimb""."
11454,Meloni,Meloni,
11455,Güner,Güner,
11456,Gendlerin,Gendlerin,
11457,Schalkhofer,Schalckhofer,
11458,Hutner,"Huetner, Hueter",
11459,Pruckmiller,"Pruckhmiller, Pruckhmillner",
11460,Krezmillner,Krezmihlner,
11461,Nardt,Nardt,
11462,Kürling,Kürling,
11463,Dirlinger,Dierlinger,
11464,Minetti,Minetti,
11465,Schill,Schiell,
11466,Schüfferl,Schüfferl,Identisch mit Schifflein?
11467,Brensteinar,Brensteiner,Lesung völlig unsicher.
11468,Vorholzer,Vorholzer,
11469,Kienast,Kienost,
11470,Freisl,Freysl,
11472,Sieberuz,Sieberuz,
11473,Gschettin,Gschettin,
11474,Dieltsch,"Dieltsch, Tielz, Tieltsch",Event. ident mit Teltsch
11475,Sardagna,"Sardagna, Sardano, Sardana, Serdogne, Sardogna, Sardigna, Sardona",
11476,Escheneder,Escheneder,
11477,von Burghausen,von Purghausen,
11478,Bitteri,Bitteri,
11479,von Gutenstein,von Guettenstain,
11480,Pühringerin,Püringerin,
11481,Schrems,Schrembs,
11482,Gumplmayr,"Guntlmayr, Gumblmayr, Gumplmayr",
11483,Brickler,Brickhler,
11484,Dollner,Dollner,
11485,von Arnon,von Arnon,
11486,Frelet,Frellet,
11487,Höbstein,"Höbstain, Höbmstain",ident mit Hömstein
11488,Reschauer,Reschauer,
11489,Exebarch,Exebarch,
11490,Puchauer,Puechauer,
11491,Ost,Ost,
11492,Franzling,Franzling,
11493,Badia,Badia,
11494,Cimarolli,Cimeroly,
11495,Prier,"Prier, Pruy",
11496,Hellpein,Hellpein,
11497,Wiener,Wienner,
11498,Schuff,Schuff,
11499,Povek,Povekh,
11500,Guster,Guster,
11501,von Berkentin,"von Perentien, v. Pergantin",https://de.wikipedia.org/wiki/Christian_August_von_Berkentin
11504,Nockter,Nockhter,
11505,Krauth,Krauth,
11506,Schmidgruber,Schmidtgrueber,
11507,Artner,Ardtner,
11508,Wechterl,Wechterl,event. ident mit Wachter
14507,Deufflberger,Deufflberger,
11509,Brot,Brodt,
11510,Libkowiz,Libkowiz,
11511,Pointiner,Poindthiner,
11512,Puto,Puto,
11513,von Rechteren,von Rechteren,
11514,von Lenoin,von Lenoin,
11515,Streckenraif,Streckhenraiff,
11516,Elliz,Elliz,
11517,Intiz,Intiz,
11518,Marcus,Marcus,
11519,Ditet,Ditet,
11520,Rischon,Rischon,
11521,Harräffl,"Harräffl, Häräffl",
11522,Nester,,
11523,Kainin,Keinin,
11524,Mitterbacher,Mitterbacher,
11525,Antonasi,"Antognaz, Antonasi, Antognazo",Antognaz und Antonasi - ist das nicht gar weit entfernt?
11526,Dancker,"Danckher, Dankhet",
11527,Artnerin,Ardtnerin,
11528,Magerer,Magerer,
11529,Lambsamer,Lambsamer,
11530,von Löwenau,von Lewenau,
11531,von Schwannenfeld,von Schwannenfeldt,
11532,Jarabeis,Jarabeis,
11533,Leidlin,Laithlin,
11534,Pfletter,Pfletter,
13954,Marnik,Marnikh,
11536,Diversi,"Duiersi, Diversi",
11537,Ceschini,Ceschini,
11538,Lauterer,Lautterer,
11539,Kastl,Kastl,
11540,Quera,Quera,
11541,von Lobangl,von Lobangl,
11542,von Besara,von Besara,
11543,Landsbergerin,Landtspergerin,
11544,Kaster,Kaster,
11545,Puxleitner,Puxleithner,
11546,von Sandraut,von Sandraut,
11547,Aumillnerin,Aumillnerin,
11548,Kolbin,Kolbin,
11549,Willemin,Willemin,
11550,Wellner,Wellner,
11551,de Lugano,de Lugano,
11552,von Via,von Via,
11554,Putschelin,"Putschelin, Putschellini",
11555,Eisenberger,Eisenberger,
11556,Apuech,Apuech,
11557,Namdorfer,Namdorfer,
11558,Heckstetter,Heckhstötter,
11559,Reiterin,Reidterin,
11560,Gnay,Gnay,
11561,Laingier,Laingier,
11562,Angerle,Angerle,
11563,Munäll,Munäll,
11564,Cretti,Cretti,
11565,Steinmeißel,Stainmeißl,
11566,Merzl,Märtzl,
11567,Fetz,Fetz,
11568,Scheffeller,Scheffeller,
11569,Leichsenring,Leichsenring,
11570,Döbl,Döbl,
12544,von Kriechbaum,"v. Kriechpaumb, von Kriechpaumb",
11571,Kernin,Kernin,
11572,Ganivati,"Ganivati, Ganiati/Gaviati",
11573,Mayniger,Mayniger,
11574,von Germottie,von Germottie,
11578,Matti,"Mady, Madi, Matti, Mattes, Mätti, Madj, Made",
11579,Aumillner,Aumüllner,
11580,Kidlmillner,Kidlmihlner,
11582,Schatron,,
11583,Scholler,Scholler,
11584,Dierling,Dierling,
11589,von Ecker,von Ekher,
11590,Zuter,Zuther,
11591,von Beckers,von Beckers,
11592,Hinklin,Hinkling,
11593,Hirsch,Hiersch,
11594,Rach,Rach,
11595,Goldt,Goldt,
11596,Hindtner,"Hindtner, Haitner",
11597,Kundner,Kundtner,
11598,Lacharius,Lachariuß,
11600,Moshett,Moshett,
11601,Ayttenbichler,Ayttenbichler,
11602,Dellisier,Dellisier,
11603,Stranzingerin,Stranzingerin,
11605,Sederer,Sederer,
11606,von Hallneu,von Hallney,
11607,Kappler,,
11608,Wegelin,Wegelin,
11609,Hosteiner,Hostainer,
11610,Masset,Masset,
11611,von Engelkoch,von Englkhoch,
11612,Pettenrieder,Pettenrieder,
11613,Stepney,Stepney,
11614,Gschaffer,Gschaffer,event. ident mit Schaffer
11615,Gneissl,Gneissl,
11616,Schader,Schadter,
11617,Puglberger,Puglberger,
14130,Ruppoldt,Ruppoldt,
11619,Lohrnbecher,Lohrnpächer,
11620,Raubentisch,Raubentisch,
11621,Hilmer,"Hilmer, Hillmer",
11622,Wöltl,Wöltl,
11623,Hibert,Hibert,
11624,Wüzinger,Wüzinger,
11625,Porzeck,Porzeckh,
11626,Steinmillner,Stainmillner,
11627,Welsl,Welsl,
11628,Tolonio,Tolonio,
11629,Mayrschener,Mayrschener,
11630,Orgelmann,Orglman,
11631,Anderäsi,Anderäsi,
11632,Feldmayr,Feldmayr,
11633,Peick,Peickh,
11634,Präxmayrin,Präxmairin,
11635,Lucsum,Lucsum,
11637,Scheyrer,Scheyrer,
11639,Mittenhuber,,
12778,Prezer,"Prezer, [Perzer?]",
11641,von Frazegnies,,
11642,von Keith,von Keithx,
11643,Tautner,Taüttner,
11644,Deuter,Deuther,
11645,Tenbar,Tenbar,
11646,Pelacher,,
11647,de Wintereder,de Winteröder,
11648,von Saint-Julien,"von St. Julian, v. Julian",
11649,Teichtgraber,Teichtgraber,
11650,Zeisl,Zeysl,
11651,Heimbl,Heimbl,
11652,Bechmann,Bechmann,
11653,Pachnerin,Pachnerin,
11654,Wandler,Wandler,
11656,Spernz,Spernz,
11657,von Gemmel,"Gembl, v. Gembl",
11658,Gregori,,
11659,Kochin,Kochin,
11660,Halpemanstaur,Halpemanstaur,
11661,de Schuderbacherin,,
11662,Mallonol,,
11663,Graffner,Graffner,
11664,Rozina,Rozina,
11666,Hundl,Hundl,
11667,Horner,Horner,
11668,Paurnfried,Paurnfrid,
11669,Voglerin,Voglerin,
11670,Willarck,"Willarckh, Willoreth",
11671,Rüdiger,Rüdiger,
11672,Gräckl,Gräckhl,
11673,Schildknecht,Schildtknecht,
11674,Pfuffer,Pfuffer,
11675,Faltnerin,Faltnerin,
11676,von Haider,von Heider,
11677,Gässinger,Gässinger,
11678,Frenauer,Frenauer,
11679,Weyhard,Weyhardt,
11680,Latter,Latter,
11682,Bingier,Bingier,Lesung unsicher.
11683,Angersdorfer,Angerstorffer,event. ident mit Eggersdorfer
11684,Büttner,"Büttener, Püttner",
11685,Tüsok,Tüsokh,
11686,von Wartenberg,von Warttenberg,
11687,Langes,Lannges,
11688,Helm,Helmm,
11689,Dobenlad,Dobenlad,
11691,Pointner,"Poindtner, Paintner","event. ident mit Pointiner, Poithner"
11692,Hebensetter,Hebmsetter,
11693,Schwarzensteiner,Schwarzenstainer,
11694,Offengruber,Offengrueber,
11695,Langhuber,Langhueber,
11696,Mansner,Mansner,
11697,Ruebmayrin,Ruebmayrin,
11698,Guschett,"Guschett, Gusseth, Gußety, Guseti",
11699,von Ziernfeld,v. Ziernfeldt,
11700,von Gräteltal,von Grätelthall,
11701,zu Prunhausen,zu Prunhausen,"Evtl. ""zu Brünninghausen""."
11702,Ehmer,,
11704,Joss,Joss,
11705,Schwärzl,Schwärzl,
11706,Rohrbacher,Rohrbacher,
11707,Höllwöger,"Höllwöger, Halwöger, Hellwöger, Helwöger, Heilwöger",
11708,Scheibenzuber,"Scheibenzunger, Scheimbzuber, Scheibmzuber",
11709,Spitzentaler,Spizenthaller,
11710,Heilmüllner,Hailmüllner,
11711,Berolt,Berolt,
11712,Colon,Colon,
11713,Geissel,"Geistel, Geissel",
11714,Dessl,"Dessl, Deissl",
11715,Brunnersdorfer,Prunerstorffer,
11716,Daserin,Daserin,
11717,Odermayr,Odermayr,event. ident mit Obermayr
11718,Klafferer,Kläfferer,
13092,Cornelli,"Cornelli, Cornell, Canell",
11720,Lauchner,Lauchner,
11721,Breiningerin,Breinningerin,
11724,Breitwieser,"Braitwiser, Praidwiser",
11725,Marcigoli,Marzigoli,
11726,Amück,Amükh,
12178,Haglechner,Haglechner,
11729,Concha,"Concha, Chorea, Charcha, Conia",
11730,Harschner,Harschner,
11731,von Sternberg,von Sternberg,
11732,Ohr,"Ohr, Ohrer, Oehr",
11733,Höbmstein,Höbmstain,
11734,Ranzingerin,Ranzingerin,
12105,von Jungwirtin,von Jungwirthin,
11736,Wiguele,Wiguele,
11738,Forstmeister,Forstmaister,
11739,Praubinger,Praubinger,
11740,Schenkin,Schenkhin,
11741,Aicherl,,
11742,von Uzeda Graf zu Montalvan,von Uzedä graf zu Mändälbän,
11743,Mollitsch,,
11744,Bitheiser,Bitheiser,
11745,Widten,Widten,
11746,Derfenreiter,Derffenreither,
11747,Anderland,Anderlandt,
11748,Chaineur,Chaineur,
11749,Waidl,Waidl,
11750,Lehrer,Lehrer,
11751,von Stirum,von Stirum,
11752,Werfenauer,Werfenaur,
13120,Rünkenzeller,Rünkhenzeller,
11754,Pelloneti,Belloneti,
11755,Kopelt,Kopelt,
11756,von Marechestorea,von Marechestorea,
11757,Milbacher,"Milbacher, Milpacher",
11758,von Wiser,"von Wisers, von Wiser",
11759,Rauer,Rauer,
11760,Stauner,Stauner,
11761,Aleitner,"Aleithner, Allettner",
13192,von Diermayr,,
11764,Fierschhammer,Fiershhamber,
11765,Peurin,Peurin,
11810,von Guttenberg,von Guettenberg,
11766,Hörer,Hörer,
11767,von Littich,von Littich,
11768,Küsslin,Küsslin,
11769,Hochberg,Hochberg,
11770,Radtmayr,Radtmair,
11771,Pozingerin,Pozingerin,
11772,Spada,Spada,
11773,Kopfmillner,Kopfmillner,
11774,Chiodello,"Chiodelle, Khiadello, Chiodello",
11775,von Malherbe,,
11776,Schlechin,Schlechin,
11777,Mill,Müll,
11778,von Schaumburg,,
11779,Wiesbeckin,Wißpökhin,
11780,Weydachin,Weydachin,
11781,Glaiz,"Glaiz, Glaize, Glaise",
11782,Martelli,Martelli,
11783,Weissing,Weissing,
11784,Lamberger,Lamberger,
11785,Präxmäder,Präxmäder,
11786,Audacher,Audocher,
11787,Stolper,,
11788,Platiel,Platiel,
11789,Mierach,Mierach,
11790,Helbeger,Helbeger,
11791,Färtler,Färtler,
11792,Forni,"Forni, Forny",
11793,von Bredau,von Bredau,
11794,Kimack,Kimackh,
11795,Reisenhofer,Reisenhofer,
11796,Donaigner,Donaigner,
11797,Teromet,Teromet,
11798,Hurack,Hurakh,
11799,Flemisch,Flemisch,
11800,Seidlerin,Saidlerin,
11801,von Braneck,von Braneckh,
11802,von Giorett,v Giorett,
11803,Maschenbauer,Maschenbauer,
11804,Brentin,Brentin,
11805,Truck,Truckh,
11806,Ulzmann,Vlzmann,
11807,Schreitäpaur,Schreitäpaur,
11808,Feichtmayr,Feichtmayr,
11809,Gleinb,Gleinb,
14485,Hörunger,Hörunger,
11811,Säpl,Säpl,
11812,Falkenauer,Falckhenauer,
11813,Gemhard,,
11814,Arthofer,Arthofer,
11815,von Wendeossen,von Wendeossen,Windrose?
11816,Strerl,Strerl,
11817,Gervaso,Gervaso,
11819,Rideler,Rideler,
11820,Burg,Burg,event. ident mit Burger
11821,Eisengram,Eisengramb,
11822,Attenberger,Attenberger,event. ident mit Affenberger
11823,Lauterwasser,Lautterwasser,
11824,Nagler,Nagler,
11825,Louisen,Louisen,
11826,Rio,Rio,
11827,Pürger,,
11829,Rasp,,
11830,Raps,,
11831,Strein,Strein,
14484,Kazzi,Kazzi,
11832,von Alten,von Alten,
11833,Binell,Binell,
11834,Jaquendo,Jaquendo,
11835,Howaforster,Howaforster,
11836,von Horneck,v Horneckh,
11837,Rädinger,Rädtinger,
11838,Kuem,Kuem,
11839,von Sanau,"von Sannau, v. Sauau",
11840,von Maschenpaur,von Maschenbaur,
11841,von Curland,von Churland,
11842,Bertazi,Bertazi,
11844,Steinesparth,Steinesparth,
11845,Bartholotti von Partenfeld,Partaluthi von Parttenfeldt,
11846,Ottermann,Otterman,
11847,Grau,Grau,
11848,Redi,Redi,
11849,Wolarth,Wolarth,
11850,Spenig,Spenig,
11851,Prüssl,Prüssl,
11852,Stollinger,Stollinger,
11853,von Porcie,v Porcie,
11854,Rüzen,"Rüzen, Ruzer",
11855,Choro,Choro,event. ident mit Caron
11856,Steigler,Steigler,
11857,Doratziech,Doratziech,
11858,Köck,Köckh,
11859,Genzl,Genzl,
11860,Nisler,Nisler,
11861,Baruch,Baruch,
11862,von Wäckerlitz,von Wäkherliz,
11863,Simball,Simball,
12514,Schlitt,Schlitt,
11865,von Puchberg,de Puechberg,
11866,Socher,Socher,
11867,Zirngibl,"Zirngibl, Zierngibl",
11868,Gosserin,,
11869,Killer,Killer,
11870,Giorgiesa,Giorgiesa,
11871,Preidschedt,Preidtschedt,
11872,Saviolo,Saviolo,event. ident mit Sauele
11873,Zehmer,"Zehmer, Zehner",
11874,Häzinger,Häzinger,
14483,Merzger,Merzger,
11875,Zetterin,Zetterin,
11876,Plankinger,Planckhinger,
11877,von Schwarz,,
11878,von Mänhofen,von Mänhouen,
11879,von Buquoy,von Pockhquoy,
11880,Sallery,Sallery,
11881,Stelzlmillner,Stelzlmihlner,
11882,Bernl,Bernl,
11883,Pämerstetter,Pämerstetter,
11884,Praunhuber,Praunhueber,
11885,Hegl,Hegl,
11887,Freyer,Freyer,
11888,Riel,Riel,
11889,Penzenauer,Penzenauer,
11890,Bischofsreiter,Pischoffsreitter,
11891,Tauffert,Tauffert,
11892,Zane,Zani,
11893,Hurter,Hurter,
11894,von Dollestein,von Dollestein,
11895,Pohr,Pohr,
11896,Roschinger,,
11897,Zechutin,Zechutin,
11898,Grandeski,Grandeski,
11899,Nachott,Nachott,event. ident mit Muchat
11900,von Messnigbaur,,
11901,Pridl,Pridl,
11902,Boihmann,Boihmann,
11903,Ranckl,Ranckhl,
11904,Pilsl,Pilßl,
11905,Tiefenbeck,Tieffenbeckh,
14504,Hoffmann,Hoffman,
11906,Hetzendorfer,"Hezendorffer, Hozendorff",
11907,Meer,Meer,
11908,Püstrich,"Püstrich, Pistrich",
11909,von Wacherer,von Wacherer,
11910,Hagendorf,Hagendorff,
11911,Hufnagl,Huefnagl,
11912,Helfenberger,Helffenberger,
14323,Schliseder,Schliseder,
11914,von Brenghe,von Brenghe,
11915,Bazana,Bazana,
11916,Ungnad von Weissenwolff,Ungnadt von Weißen Wolf,
11917,Fuggerin,Fuggerin,
11918,Ruzesdorfer,Ruzestorffer,"event. ident mit Ruesdorfer, Rumesdorfer"
11919,Eisenhauer,Eißenhauer,
11920,Thollomann,Tholloman,
11921,Kefiler,"Kefiler, Köffiller",
11922,von Fieger,,
11923,von Malben,von Malben,
11924,Fastenauer,Fastenauer,
11925,von Cawi,von Cawi,
11926,Zwicklreiter,Zwikhlreither,
11927,Aberer,Aberer,
11928,Königsegg,Königsegg,
11929,von Korzenski,von Korzenski,
11930,Schmidmiller,Schmidtmüllner,
11931,Fuchsmiller,Fuxmüllner,
11932,Falquet,Falquet,
11933,Minigshofer,Minigshoffer,
13924,Süiery,Süiery,Lesung unsicher.
11936,Stiller,Stiller,
11937,Nokel,Nohkel,
11938,Köstl,"Köstl, Kostel",
11940,Lausitz,Lausiz,
11941,Querecki,Querekhi,
11942,Maderin,Maderin,
11943,Riederer,Riederer,
11944,Franzischgowi,Francischgowi,
11945,Schnugardt,Schnugardt,
11946,Dingen,Dingen,
11947,de Gran,de Gran,
11948,Taferl,Taferl,
11949,von Beccardi,von Becardi,
11951,Viller,Viller,
11952,Künigl,Künigl,
11953,Höllmer,Höllmer,
11954,Messerschmid,Messerschmid,
11955,Breitschopf,"Braydtschopf, Praidtschopf, Bradtschoph",
11956,Adlmann,Adlmann,
11957,Mihlinger,Mihlinger,
11958,Waz,"Waz, Werz, Wörz, Wäz",
11959,de Heiniscek,de Heiniscek,
13923,Rogg,Rogg,
11962,Heister,Haeister,
11963,Winsch,Winsch,
11964,Vielplainer,Vielplainer,
11965,Duralt,Duralth,
11966,Lindtebner,"Lindtebmer, Lindtemer, [Lindtner - gilt nur für Anton aus Marbach]",
11967,Haidenpeindtner,Haidenbaindtner,
11968,Scharpf,"Scharpf, Schorpf",
11969,Molferin,Molferin,
11971,Herwög,,
11972,Brecher,Brecher,
11973,Grasser,Grasser,
11974,von Blöber,v. Blöber,evtl. identisch mit von Weber?
13389,Firmian,Firmian,
14198,Allermerschweil,Allermerschweill,
11977,Botta,,
11978,Steer,Steer,
11979,de Horn,,
11980,Altschmid,Altschmid,
11981,Ferdinander,Ferdinander,
11982,von Mack,von Makh,
11983,Stöber,Stöber,
11984,Zeitler,Zeitler,
11985,Bretlach,Bretlach,
11986,Bogi,Bogi,
11987,Eggensperger,Eggensperger,
11988,Perzlin,Perzlin,
11989,Unterholzer,Underholzer,
11990,de Verari,de Verari,
11992,von Zeilern,v. Zeillern,
11993,Rittinger,,
11994,von Latour,von Latur,
11995,von Korn,von Korn,
11997,von Wolfsegg,von Wolfekh,
12000,Hechtl,hechtl,
12001,Carney,Carney,
12002,Pallavicini,"Balavacini, Ballavicino, von Ballavizini, Palavcini, Panlanvicini",
12003,Stemhofer,Stemhofer,
12004,von Bödigheim,von Bördigkeimb,
14510,Rainer,Rainer,
12006,Lienhard,Lienhard,
12007,Dallerin,Dallerin,
12008,Fischler,Fischler,
14143,von Baden-Durlach,von Durlach,
12009,Schmidler,schmidtler,
12010,Stutz,stuz,
12011,Beneventi,"Beneventi, Bernnvento, Benvetani",
12012,Cleve,Cleve,
12013,Schützin,Schiezin,
12014,Diezinger,Diezinger,
12015,Steinhammer,Stainhammer,
12016,de Eau,de Eau,
12017,von Schmerzing,von Schmerzing,
12018,von Prang,von Prang,
12019,zu Wied,zu Wiedt,
12021,Cham,Cham,
12022,Petliner,"Petliner, Pertliner",
12023,Sohakin,Sohakin,
12025,Etmayrin,Etmayrin,
12026,Velo,Vello,
12027,Balarini,Bolorini,
12029,von Wrek,von Wrek,
12030,Becceler,"Becceter, Becceler",
12031,Filz,Filz,
14410,de Bevier,de Beuier,
12034,Echinger,Echinger,
12037,Eisner,eissner,
12039,Arftl,Arftl,
12040,Sauer,Saur,
12041,Begrever,Begrever,
12042,Auffenwerth,Auffenwerth,
12043,Woltrich,"Woltrich, [Waltrich?]",
12044,Bozzo,"Bozzo, [Bazza?]",
12045,Constanz,"Constänz, Conssanz",
12046,Humblin,Humblin,
12047,Geretmiller,Geretmiller,
12049,Verklärer,"Verkhlärer, Verethlayrer",
12051,Holles,Holles,
12052,Kösel,Kösel,
12053,Pakstettner,Pakhstöttner,
12054,Eisterer,Eisterer,
12055,Öfer,Öfer,
12056,Damosses,Damosses,
12057,Prenn,Prenn,
12058,Schwänkl,"Schwenkhl, Schwänkhl, Schwängl",
12059,Dam,Dam,
12061,Sterr,Sterr,
12062,Stelmeich,Stelmeich,Lesung unsicher
12063,Hochkofler,Hochkhoffler,
12064,von Küner,von Kyner,
12066,Hettrich,Hettrich,
